date,store_id,product_id,item_name,category,region,inventory_level,units_sold,units_sold_7d,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,profit,w_rate,net_tax
2024-01-01,STORE_001,1058.0,GILLETTE SKIN GUARD SENSITIVE RAZOR,Grocery,REGION_001,1.0,0.14,1.0,1.0,1.0,285.56,4.762571788765942,Normal,0,299.838,Winter,13.6,271.96,0.0
2024-01-01,STORE_001,1060,R/SET 7 O CLOCK EJECT S/P,Grocery,REGION_001,29.0,8.0,56.0,62.0,56.0,47.26,4.760897164621245,Normal,0,49.623,Winter,126.0,45.01,0.0
2024-01-01,STORE_001,1060.0,R/SET 7 O CLOCK EJECT S/P,Grocery,REGION_001,62.0,0.14,1.0,1.0,1.0,47.26,4.760897164621245,Normal,0,49.623,Winter,2.25,45.01,0.0
2024-01-01,STORE_001,1061,GILLETTE  R/SET 7 O CLOCK P-II,Grocery,REGION_001,80.0,12.29,86.0,95.0,86.0,77.01,4.76561485521361,Normal,0,80.8605,Winter,315.62,73.34,0.0
2024-01-01,STORE_001,1061.0,GILLETTE  R/SET 7 O CLOCK P-II,Grocery,REGION_001,124.0,0.71,5.0,6.0,5.0,77.01,4.76561485521361,Normal,0,80.8605,Winter,18.35,73.34,0.0
2024-01-01,STORE_001,1063,GILLETTE MACH3 TURBO+ R/SET,Grocery,REGION_001,51.0,6.14,43.0,47.0,43.0,181.22,4.762167531177572,Normal,0,190.281,Winter,371.09,172.59,0.0
2024-01-01,STORE_001,1064,GILLETTE MACH 3 SENSITIVE 2N,Grocery,REGION_001,12.0,5.29,37.0,41.0,37.0,259.77,4.761904761904753,Normal,0,272.7585,Winter,457.69,247.4,0.0
2024-01-01,STORE_001,1064.0,GILLETTE MACH 3 SENSITIVE 2N,Grocery,REGION_001,0.0,1.71,12.0,13.0,12.0,259.77,4.761904761904753,Normal,0,272.7585,Winter,148.44,247.4,0.0
2024-01-01,STORE_001,1067,MACH 3 RAZOR,Grocery,REGION_001,21.0,5.86,41.0,45.0,41.0,145.29,4.762888017069302,Normal,0,152.5545,Winter,283.72,138.37,0.0
2024-01-01,STORE_001,1067.0,MACH 3 RAZOR,Grocery,REGION_001,32.0,1.29,9.0,10.0,9.0,145.29,4.762888017069302,Normal,0,152.5545,Winter,62.28,138.37,0.0
2024-01-01,STORE_001,1079,GILL SKIN GAURD SENSETIVE CART 2S,Grocery,REGION_001,2.0,0.43,3.0,3.0,3.0,285.56,4.762571788765942,Normal,0,299.838,Winter,40.8,271.96,0.0
2024-01-01,STORE_001,1104,VI-JHON SHAVING CREAM,Grocery,REGION_001,179.0,3.57,25.0,28.0,25.0,18.86,4.772004241781541,Normal,0,19.803,Winter,22.5,17.96,0.0
2024-01-01,STORE_001,1108,P/AVENUE GOOD MNG SHAVING CREAM,Grocery,REGION_001,0.0,17.57,123.0,135.0,123.0,44.35,4.757609921082299,Normal,0,46.5675,Winter,259.53000000000003,42.24,0.0
2024-01-01,STORE_001,1108.0,P/AVENUE GOOD MNG SHAVING CREAM,Grocery,REGION_001,127.0,2.0,14.0,15.0,14.0,44.35,4.757609921082299,Normal,0,46.5675,Winter,29.54,42.24,0.0
2024-01-01,STORE_001,1112,S/CREAM PARK AVENUE 70GM,Grocery,REGION_001,1.0,0.29,2.0,2.0,2.0,44.35,4.757609921082299,Normal,0,46.5675,Winter,4.22,42.24,0.0
2024-01-01,STORE_001,1113,GILLETTE  REGULAR S/CREAM 70 GM,Grocery,REGION_001,4.0,14.0,98.0,108.0,98.0,43.04,4.76301115241635,Normal,0,45.192,Winter,200.9,40.99,0.0
2024-01-01,STORE_001,1116,S/CREAM DENIM LEATHER,Grocery,REGION_001,0.0,2.86,20.0,22.0,20.0,46.62,4.761904761904759,Normal,0,48.951,Winter,44.4,44.4,0.0
2024-01-01,STORE_001,1116.0,S/CREAM DENIM LEATHER,Grocery,REGION_001,15.0,2.29,16.0,18.0,16.0,46.62,4.761904761904759,Normal,0,48.951,Winter,35.52,44.4,0.0
2024-01-01,STORE_001,1119,VI JOHN SHAVING CREAM MENTHOL 125,Grocery,REGION_001,41.0,5.14,36.0,40.0,36.0,18.86,4.772004241781541,Normal,0,19.803,Winter,32.4,17.96,0.0
2024-01-01,STORE_001,1124,OLD SPICE SHAVING CREAM 70 GM,Grocery,REGION_001,45.0,13.43,94.0,103.0,94.0,49.98,4.761904761904753,Normal,0,52.479,Winter,223.72,47.6,0.0
2024-01-01,STORE_001,1141,S/CREAM DETTOL,Grocery,REGION_001,18.0,58.0,406.0,447.0,406.0,53.29,4.766372677800711,Normal,0,55.9545,Winter,1031.24,50.75,0.0
2024-01-01,STORE_001,1141.0,S/CREAM DETTOL,Grocery,REGION_001,1.0,7.43,52.0,57.0,52.0,53.29,4.766372677800711,Normal,0,55.9545,Winter,132.08,50.75,0.0
2024-01-01,STORE_001,1143,WILD STONE SHAVNGH CREAM 70 GM,Grocery,REGION_001,142.0,12.43,87.0,96.0,87.0,40.3,4.764267990074429,Normal,0,42.315,Winter,167.04,38.38,0.0
2024-01-01,STORE_001,1143.0,WILD STONE SHAVNGH CREAM 70 GM,Grocery,REGION_001,64.0,1.86,13.0,14.0,13.0,40.3,4.764267990074429,Normal,0,42.315,Winter,24.96,38.38,0.0
2024-01-01,STORE_001,115.67,38.88,Grocery,REGION_001,0.0,0.0,0.0,0.0,0.0,2903565.0,100.0,Normal,0,3048743.25,Winter,0.0,0.0,0.0
2024-01-01,STORE_001,115.67,38.96,Grocery,REGION_001,0.0,0.0,0.0,0.0,0.0,2900900.0,100.0,Normal,0,3045945.0,Winter,0.0,0.0,0.0
2024-01-01,STORE_001,1157,Mamaearth Aloe Turmeric Gel For,Grocery,REGION_001,6.0,2.86,20.0,22.0,20.0,258.35,4.760983162376614,Normal,0,271.26750000000004,Winter,246.0,246.05000000000004,0.0
2024-01-01,STORE_001,1170,GILLETTE FOAM 196 GM REGULAR,Grocery,REGION_001,0.0,3.43,24.0,26.0,24.0,91.68,4.766579406631768,Normal,0,96.264,Winter,104.88,87.31,0.0
2024-01-01,STORE_001,1172,S/CREAM GILLETE GEL 60 ML,Grocery,REGION_001,3.0,31.57,221.0,243.0,221.0,45.3,4.768211920529794,Normal,0,47.565,Winter,477.36,43.14,0.0
2024-01-01,STORE_001,1172.0,S/CREAM GILLETE GEL 60 ML,Grocery,REGION_001,189.0,1.86,13.0,14.0,13.0,45.3,4.768211920529794,Normal,0,47.565,Winter,28.08,43.14,0.0
2024-01-01,STORE_001,1177,FOAM PARK AVENUE 200G,Grocery,REGION_001,6.0,4.43,31.0,34.0,31.0,119.41,4.765095050665772,Normal,0,125.3805,Winter,176.39,113.72,0.0
2024-01-01,STORE_001,1177.0,FOAM PARK AVENUE 200G,Grocery,REGION_001,24.0,3.0,21.0,23.0,21.0,119.41,4.765095050665772,Normal,0,125.3805,Winter,119.49,113.72,0.0
2024-01-01,STORE_001,1186,SHAVING FOAM 200 GM CHARCOL,Grocery,REGION_001,41.0,2.29,16.0,18.0,16.0,175.12,4.7624486066697145,Normal,0,183.876,Winter,133.44,166.78,0.0
2024-01-01,STORE_001,1189,VLCC AYUSH MEN SHAVING GEL 60 GM,Grocery,REGION_001,3.0,0.71,5.0,6.0,5.0,44.99,4.756612580573462,Normal,0,47.23950000000001,Winter,10.7,42.85,0.0
2024-01-01,STORE_001,1190,VLCC SAVING CREEM 70 GM,Grocery,REGION_001,0.0,0.86,6.0,7.0,6.0,20.77,4.766490129995178,Normal,0,21.8085,Winter,5.94,19.78,0.0
2024-01-01,STORE_001,1191,BOMBAY SHAVING COMPANY SENSITIVE,Grocery,REGION_001,42.0,4.43,31.0,34.0,31.0,144.9,4.761904761904765,Normal,0,152.145,Winter,213.9,138.0,0.0
2024-01-01,STORE_001,1195,VI JOHN SAVING FOAM 400GM,Grocery,REGION_001,23.0,1.86,13.0,14.0,13.0,140.635,4.760550360863223,Normal,0,147.66675,Winter,90.21,133.94,0.0
2024-01-01,STORE_001,1202,FA AFTER SHAVE LOTION 100 ML,Grocery,REGION_001,9.0,5.71,40.0,44.0,40.0,105.42,4.761904761904758,Normal,0,110.691,Winter,200.8,100.4,0.0
2024-01-01,STORE_001,1202.0,FA AFTER SHAVE LOTION 100 ML,Grocery,REGION_001,42.0,0.71,5.0,6.0,5.0,105.42,4.761904761904758,Normal,0,110.691,Winter,25.1,100.4,0.0
2024-01-01,STORE_001,1204,WILD STONE AFTER SHAVE LOTION,Grocery,REGION_001,2.0,9.43,66.0,73.0,66.0,120.40000000000002,4.7591362126246,Normal,0,126.42000000000004,Winter,378.18,114.67,0.0
2024-01-01,STORE_001,1204.0,WILD STONE AFTER SHAVE LOTION,Grocery,REGION_001,60.0,1.29,9.0,10.0,9.0,120.4,4.759136212624588,Normal,0,126.42000000000002,Winter,51.57,114.67,0.0
2024-01-01,STORE_001,1205,WILD AFTER SHAVE 50 ML,Grocery,REGION_001,27.0,4.43,31.0,34.0,31.0,68.21,4.764697258466501,Normal,0,71.62049999999999,Winter,100.75,64.96,0.0
2024-01-01,STORE_001,1207,GOOD MNG AFTER SHAVE LOTION,Grocery,REGION_001,0.0,4.86,34.0,37.0,34.0,71.98,4.765212559044188,Normal,0,75.57900000000001,Winter,116.62,68.55,0.0
2024-01-01,STORE_001,1207.0,GOOD MNG AFTER SHAVE LOTION,Grocery,REGION_001,35.0,1.57,11.0,12.0,11.0,71.98,4.765212559044188,Normal,0,75.57900000000001,Winter,37.73,68.55,0.0
2024-01-01,STORE_001,1209,DENEVER AFTER SHAVE ORIGINAL 100ML,Grocery,REGION_001,8.0,3.29,23.0,25.0,23.0,104.42,4.759624592989847,Normal,0,109.641,Winter,114.31,99.45,0.0
2024-01-01,STORE_001,1209.0,DENEVER AFTER SHAVE ORIGINAL 100ML,Grocery,REGION_001,17.0,1.0,7.0,8.0,7.0,104.42,4.759624592989847,Normal,0,109.641,Winter,34.79,99.45,0.0
2024-01-01,STORE_001,1212,A/S LOTION PARK AV  50ML,Grocery,REGION_001,2.0,1.57,11.0,12.0,11.0,79.96,4.764882441220595,Normal,0,83.958,Winter,41.91,76.15,0.0
2024-01-01,STORE_001,1216,OLD SPICE AFTER SHAVE LOTION,Grocery,REGION_001,0.0,3.29,23.0,25.0,23.0,147.11,4.765141730677737,Normal,0,154.46550000000002,Winter,161.23000000000002,140.1,0.0
2024-01-01,STORE_001,1218,AFTER SHAVE DENIM,Grocery,REGION_001,2.0,1.29,9.0,10.0,9.0,104.69,4.766453338427734,Normal,0,109.9245,Winter,44.91,99.7,0.0
2024-01-01,STORE_001,1218.0,AFTER SHAVE DENIM,Grocery,REGION_001,7.0,0.43,3.0,3.0,3.0,104.69,4.766453338427734,Normal,0,109.9245,Winter,14.97,99.7,0.0
2024-01-01,STORE_001,1251,LOTION BABY JOHNSON 200 ml,Grocery,REGION_001,9.0,24.14,169.0,186.0,169.0,87.32000000000001,4.762450101433158,Normal,0,91.686,Winter,706.57,83.16142857142857,0.0
2024-01-01,STORE_001,1251.0,LOTION BABY JOHNSON 200 ml,Grocery,REGION_001,30.0,2.57,18.0,20.0,18.0,87.97,4.7629873820620645,Normal,0,92.3685,Winter,75.42,83.78,0.0
2024-01-01,STORE_001,1252,ANTISEPTIC LOTION SAVLON 100 ML,Grocery,REGION_001,29.0,54.57,382.0,420.0,382.0,24.47,4.781364936657124,Normal,0,25.6935,Winter,446.94,23.3,0.0
2024-01-01,STORE_001,1281,BUDS JOHNSON 60 s,Grocery,REGION_001,1.0,10.29,72.0,79.0,72.0,29.87,4.753933712755278,Normal,0,31.3635,Winter,102.24,28.45,0.0
2024-01-01,STORE_001,1281.0,BUDS JOHNSON 60 s,Grocery,REGION_001,22.0,7.14,50.0,55.0,50.0,29.87,4.753933712755278,Normal,0,31.3635,Winter,71.0,28.45,0.0
2024-01-01,STORE_001,1282,BUDS JUHNSON 150 S,Grocery,REGION_001,0.0,22.71,159.0,175.0,159.0,62.74,4.765699713101693,Normal,0,65.87700000000001,Winter,475.41,59.75,0.0
2024-01-01,STORE_001,1283,TULIPS PERMIUM COTTON BALLS 50S BAG,Grocery,REGION_001,0.0,13.29,93.0,102.0,93.0,47.74,4.754922496857987,Normal,0,50.127,Winter,211.11,45.47,0.0
2024-01-01,STORE_001,1283.0,TULIPS PERMIUM COTTON BALLS 50S BAG,Grocery,REGION_001,64.0,1.86,13.0,14.0,13.0,47.74,4.754922496857987,Normal,0,50.127,Winter,29.51,45.47,0.0
2024-01-01,STORE_001,1284,TULIPS PREMIUM COTTROM BUDS 100JAR,Grocery,REGION_001,140.0,33.71,236.0,260.0,236.0,43.330000000000005,4.754211862450963,Normal,0,45.496500000000005,Winter,486.16,41.27,0.0
2024-01-01,STORE_001,1284.0,TULIPS PREMIUM COTTROM BUDS 100JAR,Grocery,REGION_001,0.0,8.71,61.0,67.0,61.0,43.33,4.754211862450947,Normal,0,45.4965,Winter,125.66,41.27,0.0
2024-01-01,STORE_001,1300,BABY CREAM JOHNSON 100 GM,Grocery,REGION_001,0.0,22.0,154.0,169.0,154.0,85.51,4.759677230733256,Normal,0,89.78550000000001,Winter,626.78,81.44,0.0
2024-01-01,STORE_001,1300.0,BABY CREAM JOHNSON 100 GM,Grocery,REGION_001,29.0,2.71,19.0,21.0,19.0,85.51,4.759677230733256,Normal,0,89.78550000000001,Winter,77.33,81.44,0.0
2024-01-01,STORE_001,13002,AER CLICK GEL CAR FRESHNER,Grocery,REGION_001,0.0,2.0,14.0,15.0,14.0,174.84,4.764355982612681,Normal,0,183.582,Winter,116.62,166.51,0.0
2024-01-01,STORE_001,13003,AER CLICK GEL CAR FRESHNER,Grocery,REGION_001,17.0,1.57,11.0,12.0,11.0,174.84,4.764355982612681,Normal,0,183.582,Winter,91.63,166.51,0.0
2024-01-01,STORE_001,13006,GODREJ AER ROOM FRESHNER PREM JASMI,Grocery,REGION_001,20.0,3.43,24.0,26.0,24.0,87.11,4.764091378716572,Normal,0,91.4655,Winter,99.6,82.96,0.0
2024-01-01,STORE_001,13008,ROOM FRESHNER ROSE,Grocery,REGION_001,0.0,3.43,24.0,26.0,24.0,87.11,4.764091378716572,Normal,0,91.4655,Winter,99.6,82.96,0.0
2024-01-01,STORE_001,13009,GODREJ AER TWIST GEL CAR FRESHENER,Grocery,REGION_001,12.0,2.14,15.0,16.0,15.0,247.54,4.7628666074169805,Normal,0,259.91700000000003,Winter,176.85,235.75,0.0
2024-01-01,STORE_001,13031,WONDER CLEAN AIR FRESNER 100 GM,Grocery,REGION_001,0.0,38.57,270.0,297.0,270.0,35.24,4.767309875141883,Normal,0,37.002,Winter,453.6,33.56,0.0
2024-01-01,STORE_001,13032,WONDER MIST AIR FRESHNER 75 gms,Grocery,REGION_001,0.0,34.29,240.0,264.0,240.0,30.03,4.761904761904761,Normal,0,31.5315,Winter,343.2,28.6,0.0
2024-01-01,STORE_001,13037,AMBIPURE LEVENDER CAR STARTER,Grocery,REGION_001,10.0,4.43,31.0,34.0,31.0,171.974,4.762347796759958,Normal,0,180.5727,Winter,254.07,163.78400000000002,0.0
2024-01-01,STORE_001,13038,AMBIPURE LEVENDER AIR FRACE,Grocery,REGION_001,11.0,4.14,29.0,32.0,29.0,127.16,4.765649575338158,Normal,0,133.518,Winter,175.74,121.1,0.0
2024-01-01,STORE_001,13039,ROOMFRESHNER ROSE AIR FRESHNER,Grocery,REGION_001,0.0,15.14,106.0,117.0,106.0,86.68,4.764651592062771,Normal,0,91.014,Winter,437.78,82.55,0.0
2024-01-01,STORE_001,13040,POLO ROOM FRESNER,Grocery,REGION_001,14.0,6.86,48.0,53.0,48.0,118.32,4.758282623394182,Normal,0,124.236,Winter,270.24,112.69,0.0
2024-01-01,STORE_001,13043,POLO ODONIL AIR FRESHNER,Grocery,REGION_001,1.0,41.14,288.0,317.0,288.0,23.82,4.74391267842149,Normal,0,25.011000000000003,Winter,325.44,22.69,0.0
2024-01-01,STORE_001,13046,ODONIL GOOD LIVING FRESH GEL,Grocery,REGION_001,46.0,38.14,267.0,294.0,267.0,48.4275,4.75969232357648,Normal,0,50.84887500000001,Winter,607.31,46.1225,0.0
2024-01-01,STORE_001,13048,VI JOHN AIR FRESHER,Grocery,REGION_001,18.0,2.57,18.0,20.0,18.0,79.7,4.767879548306144,Normal,0,83.685,Winter,68.4,75.9,0.0
2024-01-01,STORE_001,13049,ODONIL ONE TOUCH 12ML,Grocery,REGION_001,1.0,7.29,51.0,56.0,51.0,70.64,4.756511891279727,Normal,0,74.172,Winter,171.36,67.28,0.0
2024-01-01,STORE_001,13050,ODONIL ONE TOUCH MACHINE,Grocery,REGION_001,27.0,4.57,32.0,35.0,32.0,54.95000000000001,4.767970882620571,Normal,0,57.69750000000001,Winter,83.84,52.330000000000005,0.0
2024-01-01,STORE_001,13051,GODREJ CAR FRESHENER 45 GM,Grocery,REGION_001,1.0,3.43,24.0,26.0,24.0,247.54,4.7628666074169805,Normal,0,259.91700000000003,Winter,282.96000000000004,235.75,0.0
2024-01-01,STORE_001,13055,ODONIL  STICK 50 GM 3+1 FREE,Grocery,REGION_001,8.0,5.71,40.0,44.0,40.0,84.85,4.761343547436644,Normal,0,89.0925,Winter,161.6,80.81,0.0
2024-01-01,STORE_001,13058,AGARBATTI SAI DARSHAN 30GM,Grocery,REGION_001,4.0,50.71,355.0,391.0,355.0,32.17,4.755983835871934,Normal,0,33.7785,Winter,543.15,30.64,0.0
2024-01-01,STORE_001,13059,AGARBATTI DIWALI MANGAL,Grocery,REGION_001,0.0,40.43,283.0,311.0,283.0,39.98,4.752376188094043,Normal,0,41.979,Winter,537.7,38.08,0.0
2024-01-01,STORE_001,13067,DHOOP CHANDAN PRATHANA,Grocery,REGION_001,261.0,51.43,360.0,396.0,360.0,24.73,4.771532551556812,Normal,0,25.9665,Winter,424.8,23.55,0.0
2024-01-01,STORE_001,13069,DHOOP SHAYAMAL H/D 20 STK,Grocery,REGION_001,336.0,205.71,1440.0,1584.0,1440.0,9.736,4.7247329498767545,Normal,0,10.2228,Winter,662.4,9.276,0.0
2024-01-01,STORE_001,13075,AGARBATTI SAI JYOTI,Grocery,REGION_001,0.0,10.86,76.0,84.0,76.0,14.32,4.748603351955305,Normal,0,15.036,Winter,51.68,13.64,0.0
2024-01-01,STORE_001,13081,SANGAM SRINGAR DHOOP,Grocery,REGION_001,250.0,7.14,50.0,55.0,50.0,34.31,4.750801515593129,Normal,0,36.0255,Winter,81.5,32.68,0.0
