date,store_id,item_name,category,region,inventory_level,units_sold,units_sold_7d,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality
2025-06-01,MY_STORE,0,Grocery,MY_REGION,0.0,1.43,10.0,11.0,10.0,549.67,0.9896847199228521,Normal,0,577.1535,Summer
2025-08-01,MY_STORE,0,Grocery,MY_REGION,0.0,1.71,12.0,13.0,12.0,556.31,0.9904549621613834,Normal,0,584.1255,Summer
2025-01-01,MY_STORE,0,Grocery,MY_REGION,0.0,4.29,30.0,33.0,30.0,14.98,4.739652870493997,Normal,0,15.729000000000001,Winter
2025-04-01,MY_STORE,0,Grocery,MY_REGION,27.0,4.14,29.0,32.0,29.0,14.98,4.739652870493997,Normal,0,15.729000000000001,Spring
2025-05-01,MY_STORE,0,Grocery,MY_REGION,56.0,3.86,27.0,30.0,27.0,14.98,4.739652870493997,Normal,0,15.729000000000001,Spring
2025-06-01,MY_STORE,0,Grocery,MY_REGION,3.0,7.57,53.0,58.0,53.0,14.98,4.739652870493997,Normal,0,15.729000000000001,Summer
2025-11-01,MY_STORE,0,Grocery,MY_REGION,0.0,0.43,3.0,3.0,3.0,14.51,4.75534114403859,Normal,0,15.2355,Fall
2025-04-01,MY_STORE,0,Grocery,MY_REGION,36.0,5.14,36.0,40.0,36.0,46.63,4.760883551361797,Normal,0,48.96150000000001,Spring
2025-05-01,MY_STORE,0,Grocery,MY_REGION,0.0,5.14,36.0,40.0,36.0,46.63,4.760883551361797,Normal,0,48.96150000000001,Spring
2024-01-01,MY_STORE,0,Grocery,MY_REGION,26.0,30.57,214.0,235.0,214.0,26.99,4.779547980733602,Normal,0,28.3395,Winter
2025-01-01,MY_STORE,0,Grocery,MY_REGION,0.0,33.0,231.0,254.0,231.0,26.99,4.779547980733602,Normal,0,28.3395,Winter
2025-04-01,MY_STORE,0,Grocery,MY_REGION,0.0,15.14,106.0,117.0,106.0,26.99,4.779547980733602,Normal,0,28.3395,Spring
2025-06-01,MY_STORE,0,Grocery,MY_REGION,3.0,6.71,47.0,52.0,47.0,26.99,4.779547980733602,Normal,0,28.3395,Summer
2025-07-01,MY_STORE,0,Grocery,MY_REGION,0.0,0.43,3.0,3.0,3.0,26.99,4.779547980733602,Normal,0,28.3395,Summer
2025-12-01,MY_STORE,0,Grocery,MY_REGION,6.0,33.43,234.0,257.0,234.0,26.15,4.780114722753346,Normal,0,27.4575,Winter
2024-01-01,MY_STORE,0,Grocery,MY_REGION,3.0,6.14,43.0,47.0,43.0,7.72,4.792746113989639,Normal,0,8.106,Winter
2025-01-01,MY_STORE,0,Grocery,MY_REGION,0.0,0.57,4.0,4.0,4.0,7.72,4.792746113989639,Normal,0,8.106,Winter
2025-05-01,MY_STORE,0,Grocery,MY_REGION,92.0,2.29,16.0,18.0,16.0,7.72,4.792746113989639,Normal,0,8.106,Spring
2025-06-01,MY_STORE,0,Grocery,MY_REGION,25.0,9.57,67.0,74.0,67.0,7.72,4.792746113989639,Normal,0,8.106,Summer
2025-07-01,MY_STORE,0,Grocery,MY_REGION,0.0,3.57,25.0,28.0,25.0,7.72,4.792746113989639,Normal,0,8.106,Summer
2025-01-01,MY_STORE,0,Grocery,MY_REGION,0.0,6.71,47.0,52.0,47.0,14.98,4.739652870493997,Normal,0,15.729000000000001,Winter
2025-04-01,MY_STORE,0,Grocery,MY_REGION,58.0,1.0,7.0,8.0,7.0,14.98,4.739652870493997,Normal,0,15.729000000000001,Spring
2025-05-01,MY_STORE,0,Grocery,MY_REGION,5.0,7.57,53.0,58.0,53.0,14.98,4.739652870493997,Normal,0,15.729000000000001,Spring
2025-06-01,MY_STORE,0,Grocery,MY_REGION,2.0,0.43,3.0,3.0,3.0,14.98,4.739652870493997,Normal,0,15.729000000000001,Summer
2025-07-01,MY_STORE,0,Grocery,MY_REGION,3.0,7.86,55.0,61.0,55.0,14.98,4.739652870493997,Normal,0,15.729000000000001,Summer
2025-11-01,MY_STORE,0,Grocery,MY_REGION,0.0,0.43,3.0,3.0,3.0,14.51,4.75534114403859,Normal,0,15.2355,Fall
2024-01-01,MY_STORE,0,Grocery,MY_REGION,0.0,72.86,510.0,561.0,510.0,15.23,4.793171372291533,Normal,0,15.9915,Winter
2025-01-01,MY_STORE,0,Grocery,MY_REGION,3.0,60.71,425.0,468.0,425.0,15.23,4.793171372291533,Normal,0,15.9915,Winter
2025-02-01,MY_STORE,0,Grocery,MY_REGION,0.0,0.43,3.0,3.0,3.0,15.23,4.793171372291533,Normal,0,15.9915,Winter
2025-04-01,MY_STORE,0,Grocery,MY_REGION,96.0,21.71,152.0,167.0,152.0,15.23,4.793171372291533,Normal,0,15.9915,Spring
2025-05-01,MY_STORE,0,Grocery,MY_REGION,52.0,40.57,284.0,312.0,284.0,15.23,4.793171372291533,Normal,0,15.9915,Spring
2025-06-01,MY_STORE,0,Grocery,MY_REGION,99.0,3.29,23.0,25.0,23.0,15.23,4.793171372291533,Normal,0,15.9915,Summer
2025-07-01,MY_STORE,0,Grocery,MY_REGION,157.0,26.0,182.0,200.0,182.0,15.23,4.793171372291533,Normal,0,15.9915,Summer
2025-08-01,MY_STORE,0,Grocery,MY_REGION,41.0,16.57,116.0,128.0,116.0,15.23,4.793171372291533,Normal,0,15.9915,Summer
2025-09-01,MY_STORE,0,Grocery,MY_REGION,18.0,3.29,23.0,25.0,23.0,15.23,4.793171372291533,Normal,0,15.9915,Fall
2025-10-01,MY_STORE,0,Grocery,MY_REGION,130.0,18.29,128.0,141.0,128.0,15.73,4.767959313413859,Normal,0,16.5165,Fall
2025-11-01,MY_STORE,0,Grocery,MY_REGION,250.0,17.14,120.0,132.0,120.0,15.73,4.767959313413859,Normal,0,16.5165,Fall
2025-12-01,MY_STORE,0,Grocery,MY_REGION,0.0,35.71,250.0,275.0,250.0,15.73,4.767959313413859,Normal,0,16.5165,Winter
2025-12-01,MY_STORE,0,Grocery,MY_REGION,0.0,20.57,144.0,158.0,144.0,20.43,4.747919725893289,Normal,0,21.4515,Winter
2025-05-01,MY_STORE,0,Grocery,MY_REGION,63.0,1.29,9.0,10.0,9.0,46.63,4.760883551361797,Normal,0,48.96150000000001,Spring
2025-06-01,MY_STORE,0,Grocery,MY_REGION,0.0,9.0,63.0,69.0,63.0,46.63,4.760883551361797,Normal,0,48.96150000000001,Summer
2025-07-01,MY_STORE,0,Grocery,MY_REGION,68.0,0.57,4.0,4.0,4.0,46.63,4.760883551361797,Normal,0,48.96150000000001,Summer
2025-08-01,MY_STORE,0,Grocery,MY_REGION,0.0,9.71,68.0,75.0,68.0,46.63,4.760883551361797,Normal,0,48.96150000000001,Summer
2025-04-01,MY_STORE,0,Grocery,MY_REGION,1.0,2.43,17.0,19.0,17.0,115.85,4.7647820457488095,Normal,0,121.6425,Spring
2025-05-01,MY_STORE,0,Grocery,MY_REGION,0.0,0.14,1.0,1.0,1.0,115.85,4.7647820457488095,Normal,0,121.6425,Spring
2025-09-01,MY_STORE,0,Grocery,MY_REGION,20.0,2.29,16.0,18.0,16.0,115.85,4.7647820457488095,Normal,0,121.6425,Fall
2025-10-01,MY_STORE,0,Grocery,MY_REGION,3.0,2.43,17.0,19.0,17.0,115.85,4.7647820457488095,Normal,0,121.6425,Fall
2025-11-01,MY_STORE,0,Grocery,MY_REGION,0.0,0.43,3.0,3.0,3.0,115.85,4.7647820457488095,Normal,0,121.6425,Fall
2025-01-01,MY_STORE,0,Grocery,MY_REGION,0.0,2.0,14.0,15.0,14.0,81.81,4.767143381004773,Normal,0,85.90050000000001,Winter
2025-04-01,MY_STORE,0,Grocery,MY_REGION,0.0,2.86,20.0,22.0,20.0,81.81,4.767143381004773,Normal,0,85.90050000000001,Spring
2025-06-01,MY_STORE,0,Grocery,MY_REGION,50.0,3.14,22.0,24.0,22.0,81.81,4.767143381004773,Normal,0,85.90050000000001,Summer
2025-07-01,MY_STORE,0,Grocery,MY_REGION,5.0,6.43,45.0,50.0,45.0,81.81,4.767143381004773,Normal,0,85.90050000000001,Summer
2025-08-01,MY_STORE,0,Grocery,MY_REGION,13.0,1.43,10.0,11.0,10.0,81.81,4.767143381004773,Normal,0,85.90050000000001,Summer
2025-09-01,MY_STORE,0,Grocery,MY_REGION,34.0,2.14,15.0,16.0,15.0,81.81,4.767143381004773,Normal,0,85.90050000000001,Fall
2025-10-01,MY_STORE,0,Grocery,MY_REGION,35.0,2.43,17.0,19.0,17.0,81.81,4.767143381004773,Normal,0,85.90050000000001,Fall
2025-11-01,MY_STORE,0,Grocery,MY_REGION,20.0,4.71,33.0,36.0,33.0,81.81,4.767143381004773,Normal,0,85.90050000000001,Fall
2025-12-01,MY_STORE,0,Grocery,MY_REGION,55.0,2.71,19.0,21.0,19.0,81.81,4.767143381004773,Normal,0,85.90050000000001,Winter
2025-04-01,MY_STORE,0,Grocery,MY_REGION,0.0,2.43,17.0,19.0,17.0,28.98,4.761904761904758,Normal,0,30.429000000000002,Spring
2025-08-01,MY_STORE,0,Grocery,MY_REGION,57.0,4.71,33.0,36.0,33.0,28.98,4.761904761904758,Normal,0,30.429000000000002,Summer
2025-09-01,MY_STORE,0,Grocery,MY_REGION,164.0,10.43,73.0,80.0,73.0,28.98,4.761904761904758,Normal,0,30.429000000000002,Fall
2025-10-01,MY_STORE,0,Grocery,MY_REGION,115.0,7.0,49.0,54.0,49.0,28.98,4.761904761904758,Normal,0,30.429000000000002,Fall
2025-11-01,MY_STORE,0,Grocery,MY_REGION,213.0,18.14,127.0,140.0,127.0,28.98,4.761904761904758,Normal,0,30.429000000000002,Fall
2025-12-01,MY_STORE,0,Grocery,MY_REGION,210.0,39.0,273.0,300.0,273.0,28.98,4.761904761904758,Normal,0,30.429000000000002,Winter
2025-04-01,MY_STORE,0,Grocery,MY_REGION,0.0,2.57,18.0,20.0,18.0,73.47,4.763849190145638,Normal,0,77.1435,Spring
2025-05-01,MY_STORE,0,Grocery,MY_REGION,14.0,0.57,4.0,4.0,4.0,73.47,4.763849190145638,Normal,0,77.1435,Spring
2025-06-01,MY_STORE,0,Grocery,MY_REGION,0.0,2.0,14.0,15.0,14.0,73.47,4.763849190145638,Normal,0,77.1435,Summer
2025-08-01,MY_STORE,0,Grocery,MY_REGION,1.0,2.43,17.0,19.0,17.0,73.47,4.763849190145638,Normal,0,77.1435,Summer
2025-09-01,MY_STORE,0,Grocery,MY_REGION,0.0,5.29,37.0,41.0,37.0,73.47,4.763849190145638,Normal,0,77.1435,Fall
2025-11-01,MY_STORE,0,Grocery,MY_REGION,32.0,5.71,40.0,44.0,40.0,73.47,4.763849190145638,Normal,0,77.1435,Fall
2025-12-01,MY_STORE,0,Grocery,MY_REGION,55.0,4.43,31.0,34.0,31.0,73.47,4.763849190145638,Normal,0,77.1435,Winter
2025-05-01,MY_STORE,0,Grocery,MY_REGION,41.0,2.71,19.0,21.0,19.0,45.91,4.770202570246129,Normal,0,48.2055,Spring
2025-06-01,MY_STORE,0,Grocery,MY_REGION,14.0,3.86,27.0,30.0,27.0,45.91,4.770202570246129,Normal,0,48.2055,Summer
2025-07-01,MY_STORE,0,Grocery,MY_REGION,1.0,1.86,13.0,14.0,13.0,45.91,4.770202570246129,Normal,0,48.2055,Summer
2025-08-01,MY_STORE,0,Grocery,MY_REGION,1.0,4.29,30.0,33.0,30.0,45.91,4.770202570246129,Normal,0,48.2055,Summer
2025-09-01,MY_STORE,0,Grocery,MY_REGION,0.0,0.14,1.0,1.0,1.0,45.91,4.770202570246129,Normal,0,48.2055,Fall
2025-11-01,MY_STORE,0,Grocery,MY_REGION,19.0,5.86,41.0,45.0,41.0,45.91,4.770202570246129,Normal,0,48.2055,Fall
